llh1,llh2,llh3,llh4
1621219360,22.2971326788172,114.176246435442,2.835
1621219361,22.2971327260395,114.176245452107,2.808
1621219362,22.2971329232618,114.176240479881,2.778
1621219363,22.2971333927067,114.176227729871,2.767
1621219364,22.2971341121517,114.176205888187,2.742
1621219365,22.297135623264,114.176174138161,2.714
1621219366,22.2971382899328,114.176132346461,2.692
1621219367,22.2971423899361,114.17608223531,2.667
1621219368,22.2971471566066,114.176026213043,2.663
1621219369,22.2971522566106,114.175965332439,2.659
1621219370,22.2971571982813,114.175901165721,2.628
1621219371,22.2971615288403,114.175838032337,2.613
1621219372,22.297165117732,114.175776748955,2.591
1621219373,22.2971698455136,114.175717754463,2.592
1621219374,22.2971772955196,114.175659734972,2.621
1621219375,22.2971895733072,114.175601634926,2.668
1621219376,22.2972154427723,114.175549501551,2.77
1621219377,22.2972557205823,114.175508290407,2.782
1621219378,22.297308678958,114.175482959831,2.76
1621219379,22.2973695762289,114.175475057047,2.737
1621219380,22.297434512392,114.175482640386,2.759
1621219381,22.2975018874459,114.175498329288,2.782
1621219382,22.2975737319478,114.175515073745,2.795
1621219383,22.29764724034,114.175531879314,2.798
1621219384,22.2977206792876,114.175546798771,2.815
1621219385,22.2977941099019,114.175560184893,2.825
1621219386,22.297866040515,114.175573359903,2.812
1621219387,22.2979354211261,114.175584901579,2.796
1621219388,22.2980032989581,114.175596129366,2.818
1621219389,22.2980737323478,114.175607865486,2.832
1621219390,22.2981489768525,114.175620107163,2.851
1621219391,22.2982300352506,114.175633212729,2.862
1621219392,22.2983165436532,114.175646798851,2.877
1621219393,22.2984068937255,114.175661404418,2.884
1621219394,22.2984992160215,114.175676090541,2.906
1621219395,22.2985907577614,114.175691271109,2.929
1621219396,22.2986792717211,114.175706746121,2.924
1621219397,22.2987652995677,114.175721676688,2.971
1621219398,22.2988493274127,114.175735968367,2.986
1621219399,22.2989319108121,114.175749573933,3.013
1621219400,22.2990135692108,114.175763735055,3.035
1621219401,22.2990947109424,114.175778829512,3.069
1621219402,22.2991768387859,114.175794301747,3.084
1621219403,22.29926115552,114.175809843426,3.1
1621219404,22.2993472333666,114.175824637882,3.12
1621219405,22.2994341556584,114.175838896227,3.166
1621219406,22.2995217251729,114.175854235128,3.23
1621219407,22.2996090446872,114.1758748407,3.234
1621219408,22.2996944447555,114.175899887942,3.247
1621219409,22.2997775170442,114.175926262963,3.235
1621219410,22.2998587504425,114.175952112984,3.261
1621219411,22.2999381227282,114.175977129671,3.238
1621219412,22.3000152516788,114.176001785246,3.227
1621219413,22.3000891989602,114.176025821376,3.242
1621219414,22.3001531795669,114.176046135281,3.231
1621219415,22.3002018990504,114.176062043627,3.217
1621219416,22.3002388324132,114.176075082527,3.216
1621219417,22.3002661907685,114.176084771423,3.224
1621219418,22.3002851935614,114.176091354762,3.233
1621219419,22.3002969574597,114.176095404765,3.24
1621219420,22.3003033657982,114.176097532545,3.241
1621219421,22.3003051630219,114.176098074212,3.242
1621219422,22.3003051519107,114.176098035323,3.242
1621219423,22.3003051519107,114.176098035323,3.242
1621219424,22.3003051519107,114.176098035323,3.242
1621219425,22.3003051519107,114.176098035323,3.242
1621219426,22.3003051519107,114.176098035323,3.242
1621219427,22.3003051519107,114.176098035323,3.242
1621219428,22.3003051630219,114.176098038101,3.237
1621219429,22.300305174133,114.176098068656,3.225
1621219430,22.3003051880219,114.176098104767,3.212
1621219431,22.3003052046886,114.176098132545,3.197
1621219432,22.3003054880221,114.176098224212,3.176
1621219433,22.3003085158023,114.17609815199,3.155
1621219434,22.3003192463665,114.176100710325,3.139
1621219435,22.3003415102732,114.176107054774,3.125
1621219436,22.3003744464106,114.176116954782,3.111
1621219437,22.3004177936675,114.176130215904,3.092
1621219438,22.3004703603762,114.176145863139,3.082
1621219439,22.3005311298693,114.176164760376,3.083
1621219440,22.3005976382558,114.176186607616,3.091
1621219441,22.3006682605346,114.176210427079,3.071
1621219442,22.3007427078163,114.176236285433,3.064
1621219443,22.3008210051012,114.176263613233,3.059
1621219444,22.3009032246114,114.176292121589,3.063
1621219445,22.3009892413469,114.17632142439,3.079
1621219446,22.3010767803058,114.176351752192,3.094
1621219447,22.3011632664861,114.176382063328,3.116
1621219448,22.3012494859995,114.176412532797,3.137
1621219449,22.3013364166246,114.176443168932,3.139
1621219450,22.3014232583608,114.176473688401,3.157
1621219451,22.3015082000954,114.176503102314,3.177
1621219452,22.3015909057171,114.176531799559,3.194
1621219453,22.3016716668928,114.176559835692,3.206
1621219454,22.301750428067,114.176586930158,3.239
1621219455,22.3018265420167,114.176613044068,3.256
1621219456,22.3018972281844,114.176637430199,3.277
1621219457,22.3019560643426,114.176657630215,3.309
1621219458,22.3020011393786,114.176673116338,3.334
1621219459,22.3020355394062,114.176684966348,3.369
1621219460,22.3020599977591,114.176693366355,3.404
1621219461,22.302074114437,114.176698191359,3.431
1621219462,22.3020806199978,114.176700402471,3.451
1621219463,22.3020810366648,114.176700535805,3.453
1621219464,22.3020810005536,114.176700535805,3.455
1621219465,22.3020809616647,114.176700538583,3.457
1621219466,22.3020809477758,114.17670054136,3.458
1621219467,22.3020809477758,114.17670054136,3.458
1621219468,22.3020809477758,114.17670054136,3.458
1621219469,22.3020809477758,114.17670054136,3.458
1621219470,22.3020809477758,114.17670054136,3.458
1621219471,22.3020809477758,114.17670054136,3.458
1621219472,22.3020809477758,114.17670054136,3.458
1621219473,22.3020809477758,114.17670054136,3.459
1621219474,22.3020809477758,114.17670054136,3.459
1621219475,22.3020809477758,114.176700538583,3.459
1621219476,22.3020809477758,114.176700538583,3.459
1621219477,22.3020809477758,114.176700538583,3.459
1621219478,22.3020809477758,114.176700527471,3.452
1621219479,22.3020809561092,114.176700508027,3.438
1621219480,22.3020809922203,114.176700499694,3.424
1621219481,22.302081083887,114.176700496916,3.406
1621219482,22.3020819088877,114.176700699694,3.382
1621219483,22.3020864950025,114.176702149695,3.356
1621219484,22.3020993394572,114.176706521921,3.327
1621219485,22.3021214366971,114.176714008038,3.309
1621219486,22.3021531283891,114.176724677491,3.298
1621219487,22.3021937700883,114.176738180279,3.278
1621219488,22.3022395090138,114.176753441403,3.26
1621219489,22.3022868618294,114.176769713638,3.256
1621219490,22.3023374035365,114.176787499763,3.24
1621219491,22.3023939202484,114.176808555336,3.241
1621219492,22.3024570230767,114.176835505357,3.245
1621219493,22.3025261397986,114.176867074827,3.26
1621219494,22.3025987787456,114.176901977633,3.298
1621219495,22.3026718815819,114.17693905544,3.34
1621219496,22.3027438649728,114.176977749915,3.39
1621219497,22.3028129678059,114.177015422168,3.427
1621219498,22.3028739289658,114.177050688863,3.45
1621219499,22.3029260067852,114.177084905557,3.467
1621219500,22.3029654568168,114.177129627815,3.419
1621219501,22.3029866457226,114.177179888966,3.377
1621219502,22.3029933123946,114.177231364007,3.336
1621219503,22.3029842568318,114.177282819604,3.284
1621219504,22.3029640957046,114.177335333535,3.139
1621219505,22.3029418262423,114.177387394688,3.015
1621219506,22.3029195984467,114.177438286395,3.023
1621219507,22.3028994984307,114.177485419766,3.045
1621219508,22.3028821845279,114.177527014244,3.02
1621219509,22.3028674706273,114.177561805938,3.033
1621219510,22.3028565150629,114.177587505959,3.031
1621219511,22.3028471983888,114.177609372643,3.029
1621219512,22.3028356539351,114.177636467109,3.034
1621219513,22.3028206789232,114.177667386578,3.039
1621219514,22.3027981316829,114.177697761603,3.064
1621219515,22.3027691316597,114.177735428299,3.114
1621219516,22.3027430149721,114.177783842227,3.139
1621219517,22.3027169010624,114.177840856162,3.166
1621219518,22.3026896899295,114.177903542323,3.177
1621219519,22.3026636093531,114.177965939595,3.213
1621219520,22.3026363343312,114.178028670201,3.278
1621219521,22.3026059370847,114.178098475812,3.391
1621219522,22.3025821426212,114.178179411988,3.574
1621219523,22.3025621009385,114.17826859817,3.858
1621219524,22.3025407009214,114.178363964913,4.245
1621219525,22.3025170231247,114.178464581661,4.769
1621219526,22.3024927842164,114.178567023409,5.245
1621219527,22.3024707758655,114.178667248489,5.664
1621219528,22.3024526702954,114.178765384679,5.873
1621219529,22.302439367507,114.178863048646,5.861
1621219530,22.3024294980547,114.178958434833,5.739
1621219531,22.3024225730491,114.17904865435,5.473
1621219532,22.3024186563793,114.179134018307,5.138
1621219533,22.3024171397114,114.179216348929,4.703
1621219534,22.3024149369319,114.179295346214,4.228
1621219535,22.3024033119226,114.17936896294,3.84
1621219536,22.3023774869019,114.179437246328,3.41
1621219537,22.3023388563155,114.179501421379,2.897
1621219538,22.3022844840498,114.179552849198,2.491
1621219539,22.3022184728858,114.179584843668,2.262
1621219540,22.3021484228298,114.179596727011,2.264
1621219541,22.3020799005528,114.179600471458,2.48
1621219542,22.3020119866095,114.179603738127,2.829
1621219543,22.3019421837759,114.179606671463,3.028
1621219544,22.3018747059442,114.179609374243,3.098
1621219545,22.301811500338,114.179607888131,3.176
1621219546,22.3017537086251,114.1795970659,3.224
1621219547,22.3017005335826,114.179577060328,3.116
1621219548,22.3016499085421,114.179548782528,3.001
1621219549,22.3016005390582,114.179510857498,3.239
1621219550,22.3015526556865,114.179467113018,3.491
1621219551,22.3015059667603,114.179417346312,3.589
1621219552,22.3014614722802,114.179365640715,3.586
1621219553,22.3014168500223,114.179312754561,3.54
1621219554,22.3013723472089,114.179260007297,3.495
1621219555,22.3013308888424,114.179210368368,3.459
1621219556,22.3012924304783,114.179163634998,3.448
1621219557,22.3012584915623,114.179122121075,3.49
1621219558,22.3012290443165,114.179086676603,3.514
1621219559,22.3012062748539,114.179059309914,3.541
1621219560,22.3011932081767,114.179043484901,3.536
1621219561,22.3011896137294,114.179039221009,3.542
