EpochIndex,EpochT,PrnSatellitesIndex,Pseudorange,Snr,SatPosX,SatPosY,SatPosZ,SatSystem,rec_bias,cov
57,1.56704328507422e+18,27,23300039.0961069,22,-15094398.8207559,-7271210.1382264,23251368.7113123,1,0.000385623858583106,1.461681
57,1.56704328507422e+18,106,37383375.665583,35,-34628205.4838901,14846385.2368069,1715780.67169735,4,0.000385623858583106,0.921519361764
57,1.56704328507422e+18,107,37428653.099582,27,4089201.67169471,32233630.5124613,103712.386471796,4,0.000385623858583106,0.916568805376
57,1.56704328507422e+18,108,36502050.5692352,38,-15019078.8986195,29829435.6698442,688662.040413958,4,0.000385623858583106,0.723443808025
57,1.56704328507422e+18,110,39366253.4825104,29,21652479.0413049,26320849.5883839,401014.577512946,4,0.000385623858583106,1.78649956
57,1.56704328507422e+18,111,37906237.8118049,13,-11081231.3692759,26404151.6684211,-16548977.8609095,4,0.000385623858583106,-1
57,1.56704328507422e+18,112,36987537.0267034,36,-14888430.9344304,13098038.8457269,34050729.3570239,4,0.000385623858583106,0.705697443364
57,1.56704328507422e+18,113,38369770.0940166,28,-26114597.0851432,19895288.2674614,-14329582.491018,4,0.000385623858583106,1.2596695225
57,1.56704328507422e+18,114,36939768.4283844,33,-2135870.94122628,32040740.0933645,-2272408.17563267,4,0.000385623858583106,0.863200795396
57,1.56704328507422e+18,115,37451435.2444103,31,2121253.79181451,18531677.9093371,33063541.7175659,4,0.000385623858583106,0.766214863569
57,1.56704328507422e+18,121,37968759.41697,28,-8675329.1766743,28292466.8995073,-14484560.3505686,4,0.000385623858583106,1.18984464
57,1.56704328507422e+18,132,21907330.2333115,39,-12387913.3654592,9570319.5485353,17665963.0495582,4,0.000385623858583106,0.630809235225
57,1.56704328507422e+18,133,25425211.2326501,26,-16124070.6214231,-10416989.0053942,24444757.6331071,4,0.000385623858583106,1.926544
57,1.56704328507422e+18,135,22769045.3775026,18,-879711.690844822,18236518.8883672,1951148.17205952,4,0.000385623858583106,0.8374263121
58,1.56704328607167e+18,1,21823812.5850164,27,-13400643.6105305,12338403.7667184,-5130207.5336232,1,0.00038617841211401,1.0305904324
58,1.56704328607167e+18,4,23742671.8078911,15,-3544936.05079235,12532217.0274009,-12711467.5710798,1,0.00038617841211401,2.2363108849
58,1.56704328607167e+18,7,21198588.093768,34,-1196444.83734607,10471111.8784978,18894779.3968585,1,0.00038617841211401,0.6994478689
58,1.56704328607167e+18,8,21178900.5685845,34,-9535623.08741756,4942049.25874185,21560400.8971933,1,0.00038617841211401,0.719258344281
58,1.56704328607167e+18,9,23016304.9518732,25,5817221.0059894,15769911.9147646,-3226437.85094433,1,0.00038617841211401,1.4732861641
58,1.56704328607167e+18,16,24305323.8400554,21,-25133177.5662927,-9556784.37766959,11239157.6829222,1,0.00038617841211401,2.4443759025
58,1.56704328607167e+18,21,20717995.6164943,37,-17298053.1594955,10271284.1869936,4457243.48813964,1,0.00038617841211401,0.728132836249
58,1.56704328607167e+18,22,24884261.6085639,23,-18067674.9633112,1033919.82391745,-14805182.5071573,1,0.00038617841211401,5.0617800256
58,1.56704328607167e+18,27,23300782.5721872,22,-15095343.516674,-7273843.44980816,23251053.9590267,1,0.00038617841211401,1.4618986281
58,1.56704328607167e+18,106,37383535.976362,35,-34628204.0331205,14846388.4155757,1715784.17001197,4,0.00038617841211401,0.921404170404
58,1.56704328607167e+18,107,37428813.1421392,27,4089194.04652511,32233632.5770568,103719.190499627,4,0.00038617841211401,0.916455838489
58,1.56704328607167e+18,108,36502205.4538212,38,-15019082.2719085,29829435.3914633,688728.464498802,4,0.00038617841211401,0.723331539121
58,1.56704328607167e+18,110,39366412.7444734,28,21652473.459619,26320851.6581822,401009.930288707,4,0.00038617841211401,1.7863124409
58,1.56704328607167e+18,111,37906698.7088315,15,-11080240.0589791,26403372.4706508,-16551101.0677903,4,0.00038617841211401,1.29800449
58,1.56704328607167e+18,112,36987661.698615,36,-14889513.1217579,13097775.7987675,34050401.0900243,4,0.00038617841211401,0.705594960009
58,1.56704328607167e+18,113,38369599.2488071,29,-26114336.4792954,19896811.5030012,-14327198.4460704,4,0.00038617841211401,1.2593777284
58,1.56704328607167e+18,114,36940184.3869044,33,-2134626.4123527,32040555.7838513,-2274907.28069011,4,0.00038617841211401,0.863154341721
58,1.56704328607167e+18,115,37451580.7840869,31,2120368.87209866,18530984.8707473,33064211.2568784,4,0.00038617841211401,0.766111577284
58,1.56704328607167e+18,121,37969228.6268596,28,-8674231.64042381,28291766.1407543,-14486798.2417315,4,0.00038617841211401,1.18984464
58,1.56704328607167e+18,132,21907706.7521734,39,-12387907.4448326,9568466.56070975,17668170.4900753,4,0.00038617841211401,0.630732990969
58,1.56704328607167e+18,133,25425944.4535087,26,-16123947.0367115,-10419607.267124,24444756.472845,4,0.00038617841211401,1.9269048969
58,1.56704328607167e+18,135,22768877.4922538,18,-879830.196937524,18236465.0412082,1954257.90222872,4,0.00038617841211401,0.837219510009
59,1.56704328706481e+18,1,21823392.8504342,27,-13401341.5889907,12338878.0825891,-5127103.22790728,1,0.000386726291076095,1.0302656004
59,1.56704328706481e+18,4,23743378.0100745,15,-3545703.33857874,12530569.356044,-12713872.481788,1,0.000386726291076095,2.2367595364
59,1.56704328706481e+18,7,21198331.4366397,33,-1198011.00516124,10472625.2611355,18892867.8421382,1,0.000386726291076095,0.699290647696
59,1.56704328706481e+18,8,21179428.3647101,33,-9536647.08735332,4939703.60487039,21561667.702629,1,0.000386726291076095,0.719219332624
59,1.56704328706481e+18,9,23016848.7793307,25,5816727.4094436,15769469.1029931,-3229519.18461005,1,0.000386726291076095,1.4734075456
59,1.56704328706481e+18,16,24305811.452184,20,-25134343.762022,-9557292.54128404,11236315.8833751,1,0.000386726291076095,2.4446573316
59,1.56704328706481e+18,21,20718004.1474031,37,-17298145.7588698,10270854.0088915,4460416.0660094,1,0.000386726291076095,0.727969010521
59,1.56704328706481e+18,22,24884104.5811896,23,-18069770.2890016,1033508.2271573,-14803170.4173035,1,0.000386726291076095,5.0601152809
59,1.56704328706481e+18,27,23301530.186086,22,-15096288.9349227,-7276475.46841657,23250739.7728403,1,0.000386726291076095,1.4621162724
59,1.56704328706481e+18,106,37383696.1519311,35,-34628203.1611411,14846392.7880034,1715788.70288278,4,0.000386726291076095,0.921290905921
59,1.56704328706481e+18,107,37428981.4724583,27,4089185.84257315,32233635.8359312,103727.037668502,4,0.000386726291076095,0.916342878564
59,1.56704328706481e+18,108,36502360.2514024,38,-15019086.2241441,29829436.306958,688795.928604371,4,0.000386726291076095,0.723220979776
59,1.56704328706481e+18,110,39366572.3441545,29,21652467.2990363,26320854.9222233,401006.324613632,4,0.000386726291076095,1.7861520609
59,1.56704328706481e+18,111,37907158.9322756,16,-11079249.4395428,26402594.3159615,-16553223.1399491,4,0.000386726291076095,1.2980272761
59,1.56704328706481e+18,112,36987786.5674581,36,-14890595.9273433,13097514.1047131,34050073.6875729,4,0.000386726291076095,0.705494163969
59,1.56704328706481e+18,114,36940600.0742663,32,-2133382.48920947,32040372.4822634,-2277405.32959085,4,0.000386726291076095,0.863109747369
59,1.56704328706481e+18,115,37451726.2266008,31,2119483.27249419,18530293.157355,33064881.6667441,4,0.000386726291076095,0.7660100484
59,1.56704328706481e+18,121,37969700.4842759,28,-8673134.78492217,28291066.413399,-14489035.0112072,4,0.000386726291076095,1.1898664561
59,1.56704328706481e+18,132,21908083.3440953,39,-12387902.2154133,9566614.51473979,17670378.6688337,4,0.000386726291076095,0.6306583396
59,1.56704328706481e+18,133,25426676.8414304,26,-16123824.2066358,-10422224.3430863,24444755.9271745,4,0.000386726291076095,1.9272658276
59,1.56704328706481e+18,135,22768708.144859,18,-879949.282188643,18236412.0411266,1957368.65953978,4,0.000386726291076095,0.837010903689
60,1.56704328908141e+18,1,21822548.9164548,26,-13402737.0583287,12339827.6161774,-5120892.65895047,1,0.000387811069201111,1.0296363841
60,1.56704328908141e+18,4,23744784.4581073,17,-3547238.83772,12527274.9515495,-12718679.8644143,1,0.000387811069201111,2.2376569744
60,1.56704328908141e+18,7,21197817.7424179,33,-1201142.99467395,10475653.4258756,18889045.1589459,1,0.000387811069201111,0.698989635136
60,1.56704328908141e+18,8,21180484.383894,33,-9538696.02507348,4935013.70772467,21564201.550896,1,0.000387811069201111,0.719151488784
60,1.56704328908141e+18,9,23017936.4234179,24,5815739.37104588,15768584.1470012,-3235680.02126325,1,0.000387811069201111,1.4736503236
60,1.56704328908141e+18,16,24306788.8299005,20,-25136675.5692276,-9558306.69414878,11230633.2008347,1,0.000387811069201111,2.4452515129
60,1.56704328908141e+18,21,20718021.3704896,36,-17298330.6660997,10269994.3791342,4466762.55704115,1,0.000387811069201111,0.727644826441
60,1.56704328908141e+18,27,23303024.3898644,22,-15098180.5599819,-7281737.53906666,23250111.5211841,1,0.000387811069201111,1.4625516096
60,1.56704328908141e+18,106,37384016.6016241,35,-34628201.7751956,14846403.2013448,1715799.2946919,4,0.000387811069201111,0.921072075625
60,1.56704328908141e+18,108,36502669.7328629,38,-15019094.4870972,29829439.8070828,688932.399275278,4,0.000387811069201111,0.723008389401
60,1.56704328908141e+18,110,39366890.479088,29,21652454.6195383,26320863.120543,401000.660310101,4,0.000387811069201111,1.7858313225
60,1.56704328908141e+18,112,36988035.9151962,36,-14892762.0148406,13096992.8628497,34049419.8987186,4,0.000387811069201111,0.705302671329
60,1.56704328908141e+18,113,38369077.8450364,28,-26113555.4329478,19901386.2406425,-14320041.1746578,4,0.000387811069201111,1.2585249856
60,1.56704328908141e+18,114,36941432.028687,32,-2130895.08187155,32040006.9903889,-2282399.83645721,4,0.000387811069201111,0.863024278081
60,1.56704328908141e+18,115,37452017.2942995,31,2117711.41205432,18528911.7937313,33066223.5205181,4,0.000387811069201111,0.7658175121
60,1.56704328908141e+18,121,37970642.9016994,28,-8670941.73786927,28289668.1404288,-14493506.7627189,4,0.000387811069201111,1.1899100889
60,1.56704328908141e+18,132,21908836.7334524,39,-12387892.4519856,9562911.33603747,17674795.6633114,4,0.000387811069201111,0.630518578704
60,1.56704328908141e+18,133,25428140.7664501,26,-16123579.4320465,-10427456.8499458,24444755.1020073,4,0.000387811069201111,1.9280433316
60,1.56704328908141e+18,135,22768371.1828484,23,-880187.812002637,18236306.669709,1963591.67769464,4,0.000387811069201111,0.836606574244
61,1.56704329007557e+18,1,21822121.4885841,26,-13403434.0980925,12340301.8434999,-5117787.17783439,1,0.000388345044828838,1.0293319936
61,1.56704329007557e+18,4,23745485.2418566,18,-3548006.59794919,12525627.2282247,-12721083.1182512,1,0.000388345044828838,2.2381057609
61,1.56704329007557e+18,7,21197561.2014152,34,-1202708.36517454,10477167.2175553,18887133.2485275,1,0.000388345044828838,0.698842497024
61,1.56704329007557e+18,8,21181012.5580934,33,-9539720.51168028,4932668.47428558,21565467.8116497,1,0.000388345044828838,0.719119264081
61,1.56704329007557e+18,9,23018478.9216392,23,5815245.38028121,15768141.0125429,-3238760.30615892,1,0.000388345044828838,1.473796
61,1.56704329007557e+18,16,24307277.79356,19,-25137840.7294556,-9558813.6737744,11227791.5359292,1,0.000388345044828838,2.4455642689
61,1.56704329007557e+18,21,20718030.0526296,36,-17298422.5228805,10269563.9371405,4469935.68804094,1,0.000388345044828838,0.727484467329
61,1.56704329007557e+18,27,23303769.9809684,22,-15099126.3155674,-7284368.58128756,23249796.6737045,1,0.000388345044828838,1.4627693025
61,1.56704329007557e+18,106,37384176.7360776,35,-34628200.8100585,14846408.2519602,1715804.57160454,4,0.000388345044828838,0.9209665089
61,1.56704329007557e+18,108,36502824.7196859,38,-15019098.3466437,29829441.4014146,689000.623814198,4,0.000388345044828838,0.722904656644
61,1.56704329007557e+18,110,39367051.1167701,29,21652448.5517939,26320867.0645231,400997.819656085,4,0.000388345044828838,1.7856709641
61,1.56704329007557e+18,112,36988160.4931659,36,-14893844.8455347,13096732.3247536,34049092.7302929,4,0.000388345044828838,0.705208614289
61,1.56704329007557e+18,113,38368904.5556658,28,-26113294.4306283,19902911.2022775,-14317655.0132928,4,0.000388345044828838,1.2582333241
61,1.56704329007557e+18,114,36941848.0190026,32,-2129651.14655928,32039823.8098109,-2284897.07642368,4,0.000388345044828838,0.8629852609
61,1.56704329007557e+18,115,37452165.2777646,31,2116825.6024349,18528221.1532359,33066894.1823882,4,0.000388345044828838,0.765723003136
61,1.56704329007557e+18,121,37971115.1575532,27,-8669845.09520084,28288968.6045494,-14495742.5267439,4,0.000388345044828838,1.1899319056
61,1.56704329007557e+18,132,21909213.532723,39,-12387887.4668801,9561059.21308808,17677003.6969238,4,0.000388345044828838,0.6304518801
61,1.56704329007557e+18,133,25428874.0042474,26,-16123457.0363682,-10430073.2710069,24444754.0404851,4,0.000388345044828838,1.9284043689
61,1.56704329007557e+18,135,22768201.4794514,25,-880306.805493515,18236253.3080757,1966703.15642022,4,0.000388345044828838,0.836407189809
62,1.5670432910366e+18,1,21821696.8077993,25,-13404130.4512307,12340775.1303267,-5114682.13297903,1,0.000388731117813569,1.02900736
62,1.5670432910366e+18,7,21197304.5286537,34,-1204273.096117,10478680.2345919,18885220.3917455,1,0.000388731117813569,0.6986953744
62,1.5670432910366e+18,8,21181540.6480282,33,-9540744.7867406,4930322.47025309,21566733.0629187,1,0.000388731117813569,0.719088736081
62,1.5670432910366e+18,9,23019024.7699837,23,5814751.63179905,15767696.8597209,-3241841.06916714,1,0.000388731117813569,1.4739174025
62,1.5670432910366e+18,16,24307762.9317536,18,-25139005.1706884,-9559321.16968953,11224949.0881126,1,0.000388731117813569,2.4458457664
62,1.5670432910366e+18,21,20718038.9568502,36,-17298513.7584623,10269132.4962735,4473108.17540579,1,0.000388731117813569,0.727327537225
62,1.5670432910366e+18,106,37384337.1634222,35,-34628199.440105,14846412.6177684,1715809.26865813,4,0.000388731117813569,0.920859028996
62,1.5670432910366e+18,107,37429615.7362485,27,4089153.25996059,32233651.2176806,103760.946486612,4,0.000388731117813569,0.915917905296
62,1.5670432910366e+18,108,36502979.7728106,38,-15019101.80153,29829442.3111557,689068.273957253,4,0.000388731117813569,0.722802631684
62,1.5670432910366e+18,110,39367211.586403,29,21652442.8887598,26320870.3242801,400994.406136192,4,0.000388731117813569,1.7855106129
62,1.5670432910366e+18,112,36988284.9573818,37,-14894927.310788,13096471.2611183,34048764.8120059,4,0.000388731117813569,0.705116242944
62,1.5670432910366e+18,113,38368732.3669731,29,-26113032.8029814,19904435.4425789,-14315269.3473771,4,0.000388731117813569,1.2579416964
62,1.5670432910366e+18,114,36942264.1389241,32,-2128406.83348137,32039639.7587075,-2287394.87459079,4,0.000388731117813569,0.8629481025
62,1.5670432910366e+18,115,37452305.6818392,31,2115940.09658778,18527529.9595129,33067564.1003984,4,0.000388731117813569,0.765630250009
62,1.5670432910366e+18,121,37971584.8017878,27,-8668748.14975038,28288268.2216489,-14497978.7834877,4,0.000388731117813569,1.1899537225
62,1.5670432910366e+18,132,21909590.4383149,38,-12387882.1895222,9559206.15369089,17679210.8541999,4,0.000388731117813569,0.630386772961
62,1.5670432910366e+18,133,25429607.421304,26,-16123334.4117305,-10432690.3845182,24444751.9791396,4,0.000388731117813569,1.9287932161
62,1.5670432910366e+18,135,22768029.9299802,26,-880425.394732456,18236198.9150568,1969814.04764787,4,0.000388731117813569,0.836207829136
63,1.56704329207498e+18,1,21821270.6283823,25,-13404826.1606713,12341247.6098857,-5111577.3077282,1,0.000389275784059324,1.0287030625
63,1.56704329207498e+18,7,21197048.0578259,33,-1205837.2303812,10480192.6101947,18883306.8053177,1,0.000389275784059324,0.698551610436
63,1.56704329207498e+18,8,21182068.7614372,33,-9541768.89314381,4927975.82896676,21567997.5213546,1,0.000389275784059324,0.719061600625
63,1.56704329207498e+18,9,23019572.8592379,23,5814258.08266366,15767251.8218368,-3244922.0935564,1,0.000389275784059324,1.47403881
63,1.56704329207498e+18,16,24308252.0208733,18,-25140168.9357493,-9559829.0486471,11222106.0741961,1,0.000389275784059324,2.4461585604
63,1.56704329207498e+18,21,20718048.1761111,36,-17298604.4157864,10268700.1897852,4476280.23574482,1,0.000389275784059324,0.727172329536
63,1.56704329207498e+18,106,37384497.2152095,34,-34628197.7082281,14846416.4320414,1715813.60253073,4,0.000389275784059324,0.920757312721
63,1.56704329207498e+18,108,36503134.5697457,36,-15019104.8946491,29829442.6695782,689135.566382215,4,0.000389275784059324,0.7227040144
63,1.56704329207498e+18,110,39367373.9676018,28,21652437.5875426,26320873.0330855,400990.636428533,4,0.000389275784059324,1.7853502689
63,1.56704329207498e+18,112,36988409.584532,35,-14896009.4534694,13096209.8052215,34048436.3605372,4,0.000389275784059324,0.705027236281
63,1.56704329207498e+18,113,38368560.2802823,28,-26112770.5929048,19905959.0947919,-14312883.9602372,4,0.000389275784059324,1.2576725316
63,1.56704329207498e+18,114,36942680.8285212,30,-2127162.18555983,32039454.9703544,-2289893.01426361,4,0.000389275784059324,0.862912802761
63,1.56704329207498e+18,115,37452453.8155845,30,2115054.85168396,18526838.3458839,33068233.4911887,4,0.000389275784059324,0.765541002304
63,1.56704329207498e+18,121,37972055.375255,27,-8667650.94444755,28287567.1250224,-14500215.3162343,4,0.000389275784059324,1.1899755396
63,1.56704329207498e+18,132,21909967.252621,37,-12387876.662842,9557352.29115706,17681417.3517787,4,0.000389275784059324,0.630323257041
63,1.56704329207498e+18,133,25430340.8153115,25,-16123211.6010292,-10435308.0571507,24444749.1346487,4,0.000389275784059324,1.9291821025
63,1.56704329207498e+18,135,22767858.8808457,26,-880543.622660711,18236143.6239253,1972924.56797458,4,0.000389275784059324,0.836012149569
64,1.5670432930656e+18,1,21820845.1254842,24,-13405521.2410116,12341719.1465311,-5108472.78951983,1,0.000389817824431629,1.0283785281
64,1.5670432930656e+18,7,21196791.8226141,33,-1207400.78253293,10481704.2087114,18881392.4019338,1,0.000389817824431629,0.698409532681
64,1.5670432930656e+18,8,21182595.8674503,33,-9542792.84546768,4925628.41489408,21569261.0995869,1,0.000389817824431629,0.7190361616
64,1.5670432930656e+18,9,23020121.3138246,22,5813764.71825353,15766805.7633277,-3248003.46662896,1,0.000389817824431629,1.4741845056
64,1.5670432930656e+18,16,24308742.2868516,18,-25141332.0391863,-9560337.44628079,11219262.4068657,1,0.000389817824431629,2.4464400921
64,1.5670432930656e+18,21,20718057.4960046,36,-17298694.5094788,10268266.8820639,4479451.78164294,1,0.000389817824431629,0.727018843716
64,1.5670432930656e+18,106,37384657.716568,35,-34628195.6290058,14846419.5591878,1715817.48587346,4,0.000389817824431629,0.920655602064
64,1.5670432930656e+18,108,36503289.6313135,37,-15019107.6405789,29829442.3410906,689202.413739777,4,0.000389817824431629,0.722605403844
64,1.5670432930656e+18,110,39367534.0889782,28,21652432.6335647,26320875.0553483,400986.423184214,4,0.000389817824431629,1.7851899321
64,1.5670432930656e+18,112,36988534.5352921,36,-14897091.2881329,13095947.8214776,34048107.2885396,4,0.000389817824431629,0.704939914449
64,1.5670432930656e+18,113,38368388.1750285,28,-26112507.8149817,19907482.0232939,-14310498.9392337,4,0.000389817824431629,1.2574033956
64,1.5670432930656e+18,114,36943098.0107044,31,-2125917.21739945,32039269.3091639,-2292391.58277785,4,0.000389817824431629,0.862881219396
64,1.5670432930656e+18,115,37452597.1979148,30,2114169.85312799,18526146.1767433,33068902.2674347,4,0.000389817824431629,0.765451759801
64,1.5670432930656e+18,121,37972525.1412008,27,-8666553.49388761,28286865.1790895,-14502452.2123332,4,0.000389817824431629,1.1899973569
64,1.5670432930656e+18,132,21910344.2485893,38,-12387870.9014539,9555497.48993768,17683623.1022687,4,0.000389817824431629,0.6302613321
64,1.5670432930656e+18,133,25431073.4982622,25,-16123088.6188448,-10437926.4244414,24444745.4196638,4,0.000389817824431629,1.9295710281
64,1.5670432930656e+18,135,22767685.4002956,27,-880661.503906234,18236087.2990903,1976034.63002458,4,0.000389817824431629,0.835818321361
65,1.56704329507786e+18,1,21819997.9241332,24,-13406909.2466117,12342662.4912176,-5102261.50760359,1,0.00039094622485963,1.0277701641
65,1.56704329507786e+18,7,21196278.7954131,32,-1210525.87258406,10484728.1745916,18877564.3113524,1,0.00039094622485963,0.698130433764
65,1.56704329507786e+18,8,21183654.3378506,33,-9544840.01996369,4920934.3690564,21571788.7822164,1,0.00039094622485963,0.718990372489
65,1.56704329507786e+18,9,23021213.3330991,19,5812778.81131131,15765913.6848928,-3254164.09171311,1,0.00039094622485963,1.4744516329
65,1.56704329507786e+18,16,24309722.9832185,14,-25143655.9931657,-9561352.6973919,11213576.2790841,1,0.00039094622485963,-1
65,1.56704329507786e+18,21,20718076.0647618,35,-17298872.7382859,10267400.3631843,4485796.4967576,1,0.00039094622485963,0.726720445441
65,1.56704329507786e+18,106,37384978.3401887,34,-34628190.1606497,14846426.852443,1715827.06787973,4,0.00039094622485963,0.920461791649
65,1.56704329507786e+18,108,36503599.4513721,37,-15019111.8229951,29829442.7237271,689337.940161983,4,0.00039094622485963,0.722416702401
65,1.56704329507786e+18,110,39367854.0849543,28,21652424.0352019,26320880.1405876,400979.832996281,4,0.00039094622485963,1.784896
65,1.56704329507786e+18,112,36988784.330045,36,-14899253.7654417,13095425.3708116,34047450.449873,4,0.00039094622485963,0.704770324036
65,1.56704329507786e+18,113,38368042.8329695,28,-26111980.2877416,19910528.8093842,-14305726.8287674,4,0.00039094622485963,1.2568427881
65,1.56704329507786e+18,114,36943928.6687908,30,-2123426.05257462,32038898.4686246,-2297386.83940918,4,0.00039094622485963,0.862819912161
65,1.56704329507786e+18,115,37452888.4522896,30,2112400.86306605,18524763.2723708,33070241.1431474,4,0.00039094622485963,0.765282038416
65,1.56704329507786e+18,121,37973464.501323,27,-8664357.58922463,28285461.8397111,-14506923.9276124,4,0.00039094622485963,1.19006281
65,1.56704329507786e+18,132,21911098.5691365,37,-12387858.4068263,9551788.1719456,17688035.5287326,4,0.00039094622485963,0.630145429489
65,1.56704329507786e+18,133,25432538.0434977,25,-16122841.8721622,-10443162.1424052,24444738.5451227,4,0.00039094622485963,1.9303489969
65,1.56704329507786e+18,135,22767339.5148174,28,-880895.958667107,18235974.6486562,1982256.54588976,4,0.00039094622485963,0.835436216484
66,1.56704329608494e+18,1,21819575.8611646,24,-13407602.2508787,12343134.3585123,-5099154.62772333,1,0.000391480487419124,1.0274660496
66,1.56704329608494e+18,7,21196022.3013366,32,-1212087.48941531,10486240.6011865,18875650.7405344,1,0.000391480487419124,0.697995082521
66,1.56704329608494e+18,8,21184177.9089748,33,-9545863.32111217,4918587.79671866,21573053.0028957,1,0.000391480487419124,0.718970022241
66,1.56704329608494e+18,9,23021761.1661778,16,5812286.18974814,15765467.7243908,-3257243.22724832,1,0.000391480487419124,1.4745973489
66,1.56704329608494e+18,16,24310210.6646459,11,-25144816.9225951,-9561859.49159503,11210733.9350295,1,0.000391480487419124,-1
66,1.56704329608494e+18,21,20718085.7058292,35,-17298960.9524536,10266967.2113412,4488969.78213463,1,0.000391480487419124,0.726572121664
66,1.56704329608494e+18,106,37385138.4785707,34,-34628186.8504727,14846431.0779064,1715832.88284457,4,0.000391480487419124,0.920367772164
66,1.56704329608494e+18,108,36503754.2551333,37,-15019113.3384383,29829443.4942059,689406.735527257,4,0.000391480487419124,0.722324910609
66,1.56704329608494e+18,110,39368013.0084772,28,21652420.3118603,26320883.2629188,400977.57235405,4,0.000391480487419124,1.7847356836
66,1.56704329608494e+18,112,36988908.7999436,36,-14900334.4869987,13095164.9632548,34047122.7995077,4,0.000391480487419124,0.704688054849
66,1.56704329608494e+18,113,38367870.1544813,28,-26111715.6173929,19912052.7262604,-14303339.6230331,4,0.000391480487419124,1.2565737409
66,1.56704329608494e+18,114,36944347.7740363,30,-2122179.93494482,32038713.3486414,-2299883.41115077,4,0.000391480487419124,0.862792045956
66,1.56704329608494e+18,115,37453034.6596751,31,2111516.79263659,18524072.5965188,33070911.3589118,4,0.000391480487419124,0.765198059536
66,1.56704329608494e+18,121,37973932.1760589,26,-8663259.21411884,28284760.5056456,-14509158.6304817,4,0.000391480487419124,1.1900846281
66,1.56704329608494e+18,132,21911475.9533409,37,-12387851.7526171,9549933.71460936,17690242.3209261,4,0.000391480487419124,0.630089863524
66,1.56704329608494e+18,133,25433269.0260801,25,-16122718.186626,-10445779.4336117,24444735.501868,4,0.000391480487419124,1.9307380401
66,1.56704329608494e+18,135,22767166.2393383,28,-881012.611237644,18235918.3824134,1985368.51590101,4,0.000391480487419124,0.835247938561
67,1.56704329707356e+18,1,21819156.3819353,24,-13408294.7332641,12343606.5304956,-5096047.00589056,1,0.000391988491790603,1.02718225
67,1.56704329707356e+18,7,21195766.1188014,31,-1213648.63121072,10487753.4982596,18873737.4021933,1,0.000391988491790603,0.6978597444
67,1.56704329707356e+18,8,21184709.708535,33,-9546886.57525939,4916241.69974286,21574317.3925088,1,0.000391988491790603,0.718953063921
67,1.56704329707356e+18,9,23022309.0502605,13,5811793.64562331,15765021.9911968,-3260321.66192787,1,0.000391988491790603,-1
67,1.56704329707356e+18,21,20718095.6886002,35,-17299048.7103059,10266534.3059939,4492143.60207494,1,0.000391988491790603,0.726427222249
67,1.56704329707356e+18,106,37385298.5600158,34,-34628183.300074,14846435.8640513,1715839.29655955,4,0.000391988491790603,0.920273757481
67,1.56704329707356e+18,108,36503909.0906323,37,-15019114.6138158,29829444.8255827,689476.13510384,4,0.000391988491790603,0.722234824336
67,1.56704329707356e+18,110,39368172.4526157,28,21652416.8286344,26320886.9465153,400975.917455391,4,0.000391988491790603,1.7846020921
67,1.56704329707356e+18,112,36989033.6013777,36,-14901415.0075684,13094905.2756812,34046795.5778995,4,0.000391988491790603,0.7046091481
67,1.56704329707356e+18,113,38367697.7290693,28,-26111450.4863436,19913577.1671045,-14300951.7342078,4,0.000391988491790603,1.2563047225
67,1.56704329707356e+18,114,36944761.6264923,30,-2120933.60428491,32038528.6036403,-2302379.36244734,4,0.000391988491790603,0.862766037904
67,1.56704329707356e+18,115,37453179.3242848,30,2110632.86151707,18523382.6130289,33071582.0093901,4,0.000391988491790603,0.7651175841
67,1.56704329707356e+18,121,37974401.264013,26,-8662160.70098271,28284059.5701467,-14511392.6473584,4,0.000391988491790603,1.1901282649
67,1.56704329707356e+18,132,21911853.3474835,37,-12387844.970971,9548079.56655736,17692449.4151501,4,0.000391988491790603,0.630035887504
67,1.56704329707356e+18,133,25434000.1651108,24,-16122594.4367414,-10448396.1714214,24444732.6373997,4,0.000391988491790603,1.9311271225
67,1.56704329707356e+18,135,22766991.6121533,29,-881129.024444879,18235862.3302787,1988481.07667593,4,0.000391988491790603,0.835061509489
68,1.56704329806786e+18,1,21818733.5086496,25,-13408986.8478069,12344078.6243482,-5092939.04833519,1,0.000392444773356916,1.0268782225
68,1.56704329806786e+18,7,21195509.4757245,31,-1215209.45196308,10489266.4829763,18871823.890137,1,0.000392444773356916,0.697727760601
68,1.56704329806786e+18,8,21185238.6393605,33,-9547909.93644012,4913895.69533103,21575581.5448508,1,0.000392444773356916,0.718937801604
68,1.56704329806786e+18,21,20718105.6171461,36,-17299136.1658911,10266101.2643442,4495317.55028896,1,0.000392444773356916,0.726284041729
68,1.56704329806786e+18,22,24882481.3089895,25,-18092789.6804547,1028989.19903113,-14781006.6600713,1,0.000392444773356916,5.0414169961
68,1.56704329806786e+18,106,37385458.7390618,34,-34628179.6634539,14846440.8281001,1715845.90279921,4,0.000392444773356916,0.920183584644
68,1.56704329806786e+18,108,36504063.9329806,37,-15019115.8031278,29829446.3350799,689545.73266595,4,0.000392444773356916,0.722148142849
68,1.56704329806786e+18,110,39368331.6247062,28,21652413.4315239,26320890.8085995,400974.462074874,4,0.000392444773356916,1.7844417889
